refseq	position
Chr_01	2696
Chr_01	2699
Chr_01	2702
Chr_01	2705
Chr_01	2708
Chr_01	2711
Chr_01	2714
Chr_01	2717
Chr_01	2721
Chr_01	2726
Chr_01	2734
Chr_01	2735
Chr_01	2741
Chr_01	2743
Chr_01	2744
Chr_01	2750
Chr_01	2753
Chr_01	3005
Chr_01	3013
Chr_01	3023
Chr_01	3026
Chr_01	3029
Chr_01	3032
Chr_01	3034
Chr_01	3035
Chr_01	3042
Chr_01	3044
Chr_01	3056
Chr_01	3059
Chr_01	3074
Chr_01	3075
Chr_01	3080
Chr_01	3095
Chr_01	3107
Chr_01	3113
Chr_01	3122
Chr_01	3146
Chr_01	3159
Chr_01	3182
Chr_01	3188
Chr_01	3189
Chr_01	3191
Chr_01	3192
Chr_01	3194
Chr_01	3206
Chr_01	3209
Chr_01	3216
Chr_01	3224
Chr_01	3237
Chr_01	3239
Chr_01	3242
Chr_01	3257
Chr_01	3260
Chr_01	3263
Chr_01	3275
Chr_01	3278
Chr_01	3305
Chr_01	3308
Chr_01	3311
Chr_01	3314
Chr_01	3335
Chr_01	3338
Chr_01	3356
Chr_01	3359
Chr_01	3371
Chr_01	3380
Chr_01	3383
Chr_01	3386
Chr_01	3389
Chr_01	3392
Chr_01	3393
Chr_01	3398
Chr_01	3401
Chr_01	3407
Chr_01	3413
Chr_01	3422
Chr_01	3425
Chr_01	3434
Chr_01	3437
Chr_01	3440
Chr_01	3446
Chr_01	3449
Chr_01	3461
Chr_01	3467
Chr_01	3470
Chr_01	3488
Chr_01	3503
Chr_01	3512
Chr_01	3515
Chr_01	3516
Chr_01	3518
Chr_01	3521
Chr_01	3524
Chr_01	3526
Chr_01	3529
Chr_01	3532
Chr_01	3540
Chr_01	3541
Chr_01	3543
Chr_01	3544
Chr_01	3545
Chr_01	3551
Chr_01	3557
Chr_01	3564
Chr_01	3572
Chr_01	3573
Chr_01	3575
Chr_01	3581
Chr_01	3586
Chr_01	3590
Chr_01	3599
Chr_01	3600
Chr_01	3604
Chr_01	3605
Chr_01	3614
Chr_01	3617
Chr_01	3622
Chr_01	3623
Chr_01	3630
Chr_01	3631
Chr_01	3632
Chr_01	3635
Chr_01	3647
Chr_01	3650
Chr_01	3671
Chr_01	3674
Chr_01	3683
Chr_01	3686
Chr_01	3689
Chr_01	3690
Chr_01	3692
Chr_01	3701
Chr_01	3704
Chr_01	3710
Chr_01	3713
Chr_01	3719
Chr_01	3720
Chr_01	3733
Chr_01	3734
Chr_01	4004
Chr_01	4007
Chr_01	4013
Chr_01	4025
Chr_01	4031
Chr_01	4034
Chr_01	4043
Chr_01	4046
Chr_01	4049
Chr_01	4052
Chr_01	4058
Chr_01	4061
Chr_01	4070
Chr_01	4396
Chr_01	4405
Chr_01	4406
Chr_01	4411
Chr_01	4419
Chr_01	4428
Chr_01	4429
Chr_01	4430
Chr_01	4435
Chr_01	4444
Chr_01	4455
Chr_01	4457
Chr_01	4462
Chr_01	4478
Chr_01	4484
Chr_01	4489
Chr_01	4504
Chr_01	4515
Chr_01	4521
Chr_01	4522
Chr_01	4589
Chr_01	4596
Chr_01	4614
Chr_01	4637
Chr_01	4638
Chr_01	4652
Chr_01	4660
Chr_01	4695
Chr_01	4706
Chr_01	4787
Chr_01	4828
Chr_01	4843
Chr_01	4845
Chr_01	4848
Chr_01	4924
Chr_01	4925
Chr_01	4927
Chr_01	4981
Chr_01	5607
Chr_01	5694
Chr_01	5707
Chr_01	5723
Chr_01	5734
Chr_01	5749
Chr_01	5754
Chr_01	5806
Chr_01	5812
Chr_01	5822
Chr_01	5838
Chr_01	5846
Chr_01	5925
Chr_01	5951
Chr_01	5959
Chr_01	5961
Chr_01	5962
Chr_01	5969
Chr_01	5987
Chr_01	5991
Chr_01	5998
Chr_01	6006
Chr_01	6011
Chr_01	6015
Chr_01	6026
Chr_01	6034
Chr_01	6051
Chr_01	6054
Chr_01	6073
Chr_01	6080
Chr_01	6087
Chr_01	6096
Chr_01	6109
Chr_01	6142
Chr_01	6171
Chr_01	6174
Chr_01	6179
Chr_01	6180
Chr_01	6181
Chr_01	6189
Chr_01	6245
Chr_01	6248
Chr_01	6253
Chr_01	6264
Chr_01	6268
Chr_01	6269
Chr_01	6271
Chr_01	6301
Chr_01	6304
Chr_01	6311
Chr_01	6322
Chr_01	6361
Chr_01	6377
Chr_01	6399
Chr_01	6401
Chr_01	6409
Chr_01	6424
Chr_01	6427
Chr_01	6433
Chr_01	6469
Chr_01	6484
Chr_01	6497
Chr_01	6507
Chr_01	6515
Chr_01	6516
Chr_01	6527
Chr_01	6541
Chr_01	6571
Chr_01	6583
Chr_01	6600
Chr_01	6605
Chr_01	6607
Chr_01	6612
Chr_01	6632
Chr_01	6654
Chr_01	6666
Chr_01	6690
Chr_01	6691
Chr_01	6698
Chr_01	6706
Chr_01	6717
Chr_01	6734
Chr_01	6750
Chr_01	6752
Chr_01	6758
Chr_01	6780
Chr_01	6790
Chr_01	6796
Chr_01	6798
Chr_01	6863
Chr_01	6870
Chr_01	6873
Chr_01	6877
Chr_01	6879
Chr_01	6882
Chr_01	6889
Chr_01	6914
Chr_01	6919
Chr_01	6924
Chr_01	6945
Chr_01	6948
Chr_01	6958
Chr_01	6973
Chr_01	6982
Chr_01	6990
Chr_01	6992
Chr_01	6997
Chr_01	7050
Chr_01	7054
Chr_01	7056
Chr_01	7059
Chr_01	7063
Chr_01	7074
Chr_01	7085
Chr_01	7099
Chr_01	7119
Chr_01	7123
Chr_01	7134
Chr_01	7143
Chr_01	7163
Chr_01	7174
Chr_01	7196
Chr_01	7228
Chr_01	7239
Chr_01	7245
Chr_01	7247
Chr_01	7267
Chr_01	7284
Chr_01	7310
Chr_01	7313
Chr_01	7314
Chr_01	7317
Chr_01	7321
Chr_01	7323
Chr_01	7334
Chr_01	7336
Chr_01	7338
Chr_01	7358
Chr_01	7375
Chr_01	7390
Chr_01	7397
Chr_01	7402
Chr_01	7408
Chr_01	7415
Chr_01	7416
Chr_01	7419
Chr_01	7450
Chr_01	7452
Chr_01	7463
Chr_01	7468
Chr_01	7469
Chr_01	7472
Chr_01	7473
Chr_01	7504
Chr_01	7507
Chr_01	7509
Chr_01	7515
Chr_01	7524
Chr_01	7525
Chr_01	7527
Chr_01	7530
Chr_01	7536
Chr_01	7594
Chr_01	7598
Chr_01	7599
Chr_01	7602
Chr_01	7604
Chr_01	7616
Chr_01	7623
Chr_01	7634
Chr_01	7645
Chr_01	7651
Chr_01	7656
Chr_01	7671
Chr_01	7680
Chr_01	7692
Chr_01	7713
Chr_01	7733
Chr_01	7735
Chr_01	7747
Chr_01	7761
Chr_01	7771
Chr_01	7790
Chr_01	7816
Chr_01	7817
Chr_01	7857
Chr_01	7870
Chr_01	7876
Chr_01	7880
Chr_01	7896
Chr_01	7897
Chr_01	7916
Chr_01	7939
Chr_01	7954
Chr_01	7965
Chr_01	8029
Chr_01	8047
Chr_01	8064
Chr_01	8093
Chr_01	8105
Chr_01	8107
Chr_01	8112
Chr_01	8132
Chr_01	8133
Chr_01	8161
Chr_01	8165
Chr_01	8230
Chr_01	8236
Chr_01	8249
Chr_01	8322
Chr_01	8358
Chr_01	8404
Chr_01	8441
Chr_01	8444
Chr_01	8449
Chr_01	8452
Chr_01	8461
Chr_01	8463
Chr_01	8468
Chr_01	8486
Chr_01	8522
Chr_01	8590
Chr_01	8595
Chr_01	8596
Chr_01	8619
Chr_01	8634
Chr_01	8643
Chr_01	8660
Chr_01	8662
Chr_01	8670
Chr_01	8707
Chr_01	8722
Chr_01	8745
Chr_01	8773
Chr_01	8798
Chr_01	8828
Chr_01	8837
Chr_01	8883
Chr_01	8888
Chr_01	8896
Chr_01	8902
Chr_01	8917
Chr_01	8920
Chr_01	8922
Chr_01	8923
Chr_01	8933
Chr_01	8944
Chr_01	8951
Chr_01	8990
Chr_01	9009
Chr_01	9010
Chr_01	9017
Chr_01	9034
Chr_01	9061
Chr_01	9074
Chr_01	9089
Chr_01	9128
Chr_01	9139
Chr_01	9147
Chr_01	9170
Chr_01	9179
Chr_01	9183
Chr_01	9204
Chr_01	9205
Chr_01	9228
Chr_01	9229
Chr_01	9239
Chr_01	9247
Chr_01	9269
Chr_01	9276
Chr_01	9282
Chr_01	9334
Chr_01	9337
Chr_01	9350
Chr_01	9365
Chr_01	9366
Chr_01	9385
Chr_01	9409
Chr_01	9412
Chr_01	9427
Chr_01	9437
Chr_01	9514
Chr_01	9611
Chr_01	9632
Chr_01	9646
Chr_01	9654
Chr_01	9719
Chr_01	9766
Chr_01	9790
Chr_01	9857
Chr_01	9889
Chr_01	9894
Chr_01	9900
Chr_01	9910
Chr_01	9948
Chr_01	9962
Chr_01	9967
Chr_01	9998
Chr_01	10002
Chr_01	10022
Chr_01	10032
Chr_01	10054
Chr_01	10068
Chr_01	10071
Chr_01	10098
Chr_01	10129
Chr_01	10130
Chr_01	10154
Chr_01	10160
Chr_01	10177
Chr_01	10248
Chr_01	10261
Chr_01	10337
Chr_01	10349
Chr_01	10355
Chr_01	10381
Chr_01	10382
Chr_01	10383
Chr_01	10385
Chr_01	10409
Chr_01	10431
Chr_01	10436
Chr_01	10460
Chr_01	10464
Chr_01	10465
Chr_01	10467
Chr_01	10473
Chr_01	10476
Chr_01	10519
Chr_01	10523
Chr_01	10531
Chr_01	10564
Chr_01	10576
Chr_01	10623
Chr_01	10640
Chr_01	10646
Chr_01	10671
Chr_01	10678
Chr_01	10713
Chr_01	10724
Chr_01	10735
Chr_01	10749
Chr_01	10770
Chr_01	10815
Chr_01	10832
Chr_01	10855
Chr_01	10871
Chr_01	10902
Chr_01	10935
Chr_01	10959
Chr_01	10979
Chr_01	11023
Chr_01	11065
Chr_01	11076
Chr_01	11109
Chr_01	11143
Chr_01	11148
Chr_01	11151
Chr_01	11160
Chr_01	11161
Chr_01	11173
Chr_01	11182
Chr_01	11186
Chr_01	11197
Chr_01	11208
Chr_01	11241
Chr_01	11252
Chr_01	11263
Chr_01	11273
Chr_01	11280
Chr_01	11307
Chr_01	11314
Chr_01	11324
Chr_01	11345
Chr_01	12095
Chr_01	12173
Chr_01	12179
Chr_01	12201
Chr_01	12211
Chr_01	12213
Chr_01	12249
Chr_01	12251
Chr_01	12256
Chr_01	12279
Chr_01	12289
Chr_01	12311
Chr_01	12439
Chr_01	12463
Chr_01	12467
Chr_01	12469
Chr_01	12479
Chr_01	12502
Chr_01	12506
Chr_01	12507
Chr_01	12509
Chr_01	12511
Chr_01	12513
Chr_01	12520
Chr_01	12535
Chr_01	12538
Chr_01	12559
Chr_01	12560
Chr_01	12581
Chr_01	12587
Chr_01	12588
Chr_01	12795
Chr_01	12868
Chr_01	12887
Chr_01	12893
Chr_01	12895
Chr_01	12911
Chr_01	12954
Chr_01	13044
Chr_01	13073
Chr_01	13083
Chr_01	13086
Chr_01	13091
Chr_01	13092
Chr_01	13098
Chr_01	13107
Chr_01	13143
Chr_01	13173
Chr_01	13179
Chr_01	13184
Chr_01	13189
Chr_01	13199
Chr_01	13200
Chr_01	13210
Chr_01	13211
Chr_01	13242
Chr_01	13248
Chr_01	13251
Chr_01	13256
Chr_01	13273
Chr_01	13306
Chr_01	13313
Chr_01	13320
Chr_01	13329
Chr_01	13335
Chr_01	13346
Chr_01	13377
Chr_01	13413
Chr_01	13424
Chr_01	13428
Chr_01	13487
Chr_01	13538
Chr_01	13549
Chr_01	13558
Chr_01	13563
Chr_01	13580
Chr_01	13586
Chr_01	13604
Chr_01	13605
Chr_01	13613
Chr_01	13654
Chr_01	13693
Chr_01	13705
Chr_01	13707
Chr_01	13842
Chr_01	13859
Chr_01	13864
Chr_01	13870
Chr_01	13883
Chr_01	13963
Chr_01	13966
Chr_01	13973
Chr_01	13977
Chr_01	13983
Chr_01	13985
Chr_01	13997
Chr_01	14001
Chr_01	14006
Chr_01	14014
Chr_01	14054
Chr_01	14059
Chr_01	14064
Chr_01	14071
Chr_01	14133
Chr_01	14137
Chr_01	14145
Chr_01	14156
Chr_01	14166
Chr_01	14167
Chr_01	14188
Chr_01	14202
Chr_01	14203
Chr_01	14204
Chr_01	14217
Chr_01	14225
Chr_01	14239
Chr_01	14251
Chr_01	14273
Chr_01	14655
Chr_01	14661
Chr_01	14695
Chr_01	14711
Chr_01	14719
Chr_01	14731
Chr_01	14739
Chr_01	14755
Chr_01	14757
Chr_01	14758
Chr_01	14765
Chr_01	14786
Chr_01	14792
Chr_01	14799
Chr_01	14805
Chr_01	14806
Chr_01	14814
Chr_01	14819
Chr_01	14825
Chr_01	14850
Chr_01	14851
Chr_01	16150
Chr_01	16152
Chr_01	16154
Chr_01	16155
Chr_01	16157
Chr_01	16159
Chr_01	16165
Chr_01	16169
Chr_01	16170
Chr_01	16176
Chr_01	16184
Chr_01	16198
Chr_01	16203
Chr_01	16216
Chr_01	16224
Chr_01	16542
Chr_01	16547
Chr_01	16556
Chr_01	16566
Chr_01	16580
Chr_01	17304
Chr_01	17309
Chr_01	17322
Chr_01	17335
Chr_01	17339
Chr_01	17341
Chr_01	17342
Chr_01	17343
Chr_01	17349
Chr_01	17355
Chr_01	17368
Chr_01	17369
Chr_01	17410
Chr_01	17434
Chr_01	17440
Chr_01	17454
Chr_01	17464
Chr_01	17471
Chr_01	17479
Chr_01	17533
Chr_01	17546
Chr_01	17599
Chr_01	17633
Chr_01	17649
Chr_01	17654
Chr_01	17702
Chr_01	17793
Chr_01	17811
Chr_01	17852
Chr_01	17863
Chr_01	17906
Chr_01	17946
Chr_01	18028
Chr_01	18039
Chr_01	18418
Chr_01	18419
Chr_01	18434
Chr_01	18435
Chr_01	18439
Chr_01	18447
Chr_01	18457
Chr_01	18467
Chr_01	18469
Chr_01	18472
Chr_01	18478
Chr_01	18494
Chr_01	18513
Chr_01	18519
Chr_01	18520
Chr_01	18524
Chr_01	18526
Chr_01	18531
Chr_01	18547
Chr_01	18551
Chr_01	18563
Chr_01	18569
Chr_01	18574
Chr_01	18575
Chr_01	18584
Chr_01	18588
Chr_01	18591
Chr_01	18598
Chr_01	18599
Chr_01	18602
Chr_01	18608
Chr_01	18612
Chr_01	18617
Chr_01	18641
Chr_01	18643
Chr_01	18653
Chr_01	18658
Chr_01	18674
Chr_01	18690
Chr_01	18700
Chr_01	18723
Chr_01	18726
Chr_01	18727
Chr_01	18740
Chr_01	18745
Chr_01	18755
Chr_01	18757
Chr_01	18854
Chr_01	18867
Chr_01	18877
Chr_01	18993
Chr_01	19015
Chr_01	19030
Chr_01	19038
Chr_01	19051
Chr_01	19058
Chr_01	19063
Chr_01	19076
Chr_01	19084
Chr_01	19086
Chr_01	19103
Chr_01	19113
Chr_01	19120
Chr_01	19127
Chr_01	19143
Chr_01	19153
Chr_01	19156
Chr_01	19157
Chr_01	19163
Chr_01	19175
Chr_01	19180
Chr_01	19186
Chr_01	19218
Chr_01	19226
Chr_01	19232
Chr_01	19236
Chr_01	19242
Chr_01	19252
Chr_01	19254
Chr_01	19274
Chr_01	19294
Chr_01	19311
Chr_01	19312
Chr_01	19316
Chr_01	19319
Chr_01	19322
Chr_01	19336
Chr_01	19349
Chr_01	19350
Chr_01	19364
Chr_01	19365
Chr_01	19372
Chr_01	19373
Chr_01	19374
Chr_01	19378
Chr_01	19384
Chr_01	19385
Chr_01	19393
Chr_01	19398
Chr_01	19401
Chr_01	19404
Chr_01	19405
Chr_01	19406
Chr_01	19410
Chr_01	19414
Chr_01	19415
Chr_01	19417
Chr_01	19420
Chr_01	19421
Chr_01	19423
Chr_01	19427
Chr_01	19438
Chr_01	19442
Chr_01	19490
Chr_01	19503
Chr_01	19516
Chr_01	19520
Chr_01	19522
Chr_01	19524
Chr_01	19537
Chr_01	19550
Chr_01	19551
Chr_01	19569
Chr_01	19570
Chr_01	19587
Chr_01	19593
Chr_01	19616
Chr_01	19622
Chr_01	19646
Chr_01	19653
Chr_01	19657
Chr_01	19664
Chr_01	19685
Chr_01	19688
Chr_01	19701
Chr_01	19702
Chr_01	19709
Chr_01	19710
Chr_01	19712
Chr_01	19714
Chr_01	19715
Chr_01	19723
Chr_01	19724
Chr_01	19741
Chr_01	19757
Chr_01	19768
Chr_01	19774
Chr_01	19775
Chr_01	19781
Chr_01	19789
Chr_01	19790
Chr_01	19794
Chr_01	19805
Chr_01	19806
Chr_01	19813
Chr_01	19815
Chr_01	19823
Chr_01	19836
Chr_01	19844
Chr_01	19850
Chr_01	19862
Chr_01	19864
Chr_01	19865
Chr_01	19875
Chr_01	19884
Chr_01	19886
Chr_01	19889
Chr_01	19895
Chr_01	19898
Chr_01	19902
Chr_01	19903
Chr_01	19915
Chr_01	19917
Chr_01	19918
Chr_01	19931
Chr_01	19940
Chr_01	19941
Chr_01	19942
Chr_01	19946
Chr_01	19947
Chr_01	19949
Chr_01	19955
Chr_01	19956
Chr_01	19957
Chr_01	19961
Chr_01	19962
Chr_01	19966
Chr_01	19975
Chr_01	19992
Chr_01	19993
Chr_01	19998
Chr_01	20000
Chr_01	20013
Chr_01	20019
Chr_01	20027
Chr_01	20032
Chr_01	20033
Chr_01	20034
Chr_01	20045
Chr_01	20072
Chr_01	20079
Chr_01	20101
Chr_01	20127
Chr_01	20131
Chr_01	20135
Chr_01	20140
Chr_01	20146
Chr_01	20179
Chr_01	20189
Chr_01	20193
Chr_01	20201
Chr_01	20222
Chr_01	20229
Chr_01	20246
Chr_01	20249
Chr_01	20267
Chr_01	20268
Chr_01	20275
Chr_01	20284
Chr_01	20285
Chr_01	20292
Chr_01	20295
Chr_01	20299
Chr_01	20307
Chr_01	20313
Chr_01	20325
Chr_01	20333
Chr_01	20338
Chr_01	20340
Chr_01	20341
Chr_01	20348
Chr_01	20358
Chr_01	20362
Chr_01	20363
Chr_01	20364
Chr_01	20369
Chr_01	20373
Chr_01	20432
Chr_01	20448
Chr_01	20456
Chr_01	20467
Chr_01	20468
Chr_01	20472
Chr_01	20477
Chr_01	20492
Chr_01	20494
Chr_01	20495
Chr_01	20500
Chr_01	20516
Chr_01	20519
Chr_01	20529
Chr_01	20530
Chr_01	20536
Chr_01	20542
Chr_01	20543
Chr_01	20549
Chr_01	20551
Chr_01	20556
Chr_01	20567
Chr_01	20573
Chr_01	20588
Chr_01	20589
Chr_01	20601
Chr_01	20617
Chr_01	20618
Chr_01	20672
Chr_01	20677
Chr_01	20696
Chr_01	20702
Chr_01	20706
Chr_01	20709
Chr_01	20714
Chr_01	20715
Chr_01	20729
Chr_01	20730
Chr_01	20791
Chr_01	20795
Chr_01	20836
Chr_01	20841
Chr_01	20857
Chr_01	20859
Chr_01	20865
Chr_01	20870
Chr_01	20873
Chr_01	20875
Chr_01	20878
Chr_01	20881
Chr_01	20904
Chr_01	20905
Chr_01	20906
Chr_01	20915
Chr_01	20921
Chr_01	20923
Chr_01	20925
Chr_01	20926
Chr_01	20927
Chr_01	20928
Chr_01	20934
Chr_01	20940
Chr_01	20955
Chr_01	20956
Chr_01	20958
Chr_01	20959
Chr_01	20964
Chr_01	20967
Chr_01	20969
Chr_01	20983
Chr_01	20998
Chr_01	21010
Chr_01	21016
Chr_01	21020
Chr_01	21026
Chr_01	21028
Chr_01	21032
Chr_01	21038
Chr_01	21039
Chr_01	21051
Chr_01	21053
Chr_01	21054
Chr_01	21061
Chr_01	21071
Chr_01	21072
Chr_01	21084
Chr_01	21093
Chr_01	21105
Chr_01	21110
Chr_01	21130
Chr_01	21136
Chr_01	21140
Chr_01	21144
Chr_01	21151
Chr_01	21160
Chr_01	21161
Chr_01	21170
Chr_01	21177
Chr_01	21199
Chr_01	21222
Chr_01	21223
Chr_01	21242
Chr_01	21256
Chr_01	21260
Chr_01	21266
Chr_01	21270
Chr_01	21272
Chr_01	21273
Chr_01	21274
Chr_01	21297
Chr_01	21309
Chr_01	21320
Chr_01	21323
Chr_01	21326
Chr_01	21331
Chr_01	21337
Chr_01	21339
Chr_01	21347
Chr_01	21364
Chr_01	21392
Chr_01	21393
Chr_01	21413
Chr_01	21416
Chr_01	21420
Chr_01	21436
Chr_01	21438
Chr_01	21445
Chr_01	21451
Chr_01	21456
Chr_01	21458
Chr_01	21480
Chr_01	21482
Chr_01	21484
Chr_01	21491
Chr_01	21501
Chr_01	21502
Chr_01	21504
Chr_01	21505
Chr_01	21520
Chr_01	21531
Chr_01	21532
Chr_01	21533
Chr_01	21534
Chr_01	21539
Chr_01	21548
Chr_01	21549
Chr_01	21554
Chr_01	21558
Chr_01	21562
Chr_01	21566
Chr_01	21567
Chr_01	21575
Chr_01	21577
Chr_01	21579
Chr_01	21586
Chr_01	21589
Chr_01	21594
Chr_01	21598
Chr_01	21599
Chr_01	21600
Chr_01	21601
Chr_01	21604
Chr_01	21605
Chr_01	21607
Chr_01	21611
Chr_01	21616
Chr_01	21619
Chr_01	21626
Chr_01	21628
Chr_01	21634
Chr_01	21637
Chr_01	21644
Chr_01	21646
Chr_01	21652
Chr_01	21653
Chr_01	21663
Chr_01	21666
Chr_01	21668
Chr_01	21674
Chr_01	21675
Chr_01	21678
Chr_01	21683
Chr_01	21684
Chr_01	21685
Chr_01	21686
Chr_01	21782
Chr_01	21783
Chr_01	21784
Chr_01	21792
Chr_01	21809
Chr_01	21811
Chr_01	21817
Chr_01	21819
Chr_01	21824
Chr_01	21832
Chr_01	21835
Chr_01	21836
Chr_01	21861
Chr_01	21867
Chr_01	21869
Chr_01	21870
Chr_01	21875
Chr_01	21877
Chr_01	21887
Chr_01	21888
Chr_01	21896
Chr_01	21897
Chr_01	21898
Chr_01	21905
Chr_01	21909
Chr_01	21913
Chr_01	21915
Chr_01	21928
Chr_01	21931
Chr_01	21937
Chr_01	21942
Chr_01	21946
Chr_01	21952
Chr_01	21954
Chr_01	21955
Chr_01	21962
Chr_01	21964
Chr_01	21965
Chr_01	21968
Chr_01	21970
Chr_01	21975
Chr_01	21977
Chr_01	21982
Chr_01	21987
Chr_01	21995
Chr_01	22001
Chr_01	22004
Chr_01	22005
Chr_01	22017
Chr_01	22018
Chr_01	22019
Chr_01	22022
Chr_01	22031
Chr_01	22032
Chr_01	22039
Chr_01	22040
Chr_01	22049
Chr_01	22051
Chr_01	22056
Chr_01	22057
Chr_01	22062
Chr_01	22068
Chr_01	22077
Chr_01	22078
Chr_01	22083
Chr_01	22086
Chr_01	22094
Chr_01	22101
Chr_01	22109
Chr_01	22114
Chr_01	22120
Chr_01	22124
Chr_01	22127
Chr_01	22135
Chr_01	22136
Chr_01	22141
Chr_01	22142
Chr_01	22147
Chr_01	22148
Chr_01	22156
Chr_01	22171
Chr_01	22186
Chr_01	22187
Chr_01	22191
Chr_01	22195
Chr_01	22199
Chr_01	22211
Chr_01	22214
Chr_01	22222
Chr_01	22225
Chr_01	22235
Chr_01	22240
Chr_01	22251
Chr_01	22255
Chr_01	22261
Chr_01	22267
Chr_01	22283
Chr_01	22284
Chr_01	22285
Chr_01	22292
Chr_01	22295
Chr_01	22299
Chr_01	22301
Chr_01	22302
Chr_01	22305
Chr_01	22310
Chr_01	22329
Chr_01	22338
Chr_01	22339
Chr_01	22359
Chr_01	22371
Chr_01	22387
Chr_01	22395
Chr_01	22397
Chr_01	22408
Chr_01	22416
Chr_01	22426
Chr_01	22427
Chr_01	22436
Chr_01	22439
Chr_01	22448
Chr_01	22450
Chr_01	22460
Chr_01	22463
Chr_01	22467
Chr_01	22474
Chr_01	22478
Chr_01	22482
Chr_01	22484
Chr_01	22492
Chr_01	22500
Chr_01	22503
Chr_01	22506
Chr_01	22509
Chr_01	22516
Chr_01	22526
Chr_01	22534
Chr_01	25442
Chr_01	25451
Chr_01	25456
Chr_01	25462
Chr_01	25467
Chr_01	25468
Chr_01	25472
Chr_01	25478
Chr_01	25489
Chr_01	25495
Chr_01	25499
Chr_01	25500
Chr_01	25536
Chr_01	25544
Chr_01	25552
Chr_01	25556
